businessname,dbaname,legalowner,namelast,namefirst,licenseno,issdttm,expdttm,licstatus,licensecat,descript,result,resultdttm,violation,viollevel,violdesc,violdttm,violstatus,statusdate,comments,address,city,state,zip,property_id,location
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2008-06-19 12:39:06,23-4-602.13,*,Non-Food Contact Surfaces Clean,2008-06-20 08:29:26,Pass,2008-06-20 08:29:26,Defrost freezers.  Clean all sinks  equipment and coolers.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2008-06-19 12:39:06,35-6-501.111/.115,**,Insects  Rodents  Animals,2008-06-20 08:29:26,Fail,,Provide Extermination Report.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2008-06-19 12:39:06,36-6-201.11,*,Floors Designed Constructed Installed,2008-06-20 08:29:26,Fail,,Seal floor in Walkin Cooler.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2008-06-19 12:39:06,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2008-06-20 08:29:26,Pass,2008-06-20 08:29:26,Provide last cleaning info for Exhaust Hood Co.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2008-06-19 12:39:06,38-6-303.11,*,Inadequate Lighting,2008-06-20 08:29:26,Pass,2008-06-20 08:29:26,Provide adequate lighting at cellar storage area.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,01-3-602.11 B2,***,Labeling of Ingredients,2014-06-05 12:01:46,Fail,,Prepackaged foods for customer self service must be labeled with Business Name  address and list of ingredients/allergens.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,02-3-602.11-.12/3-302.12,*,Food Container Labels,2014-06-05 12:01:46,Fail,,Food containers not labeled,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,08-3-305-307.11,*,Food Protection,2014-06-05 12:01:46,Pass,2014-06-05 15:00:55,Remove all items from top of ice machine,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,20-4-703.11,***,Food Contact Surfaces Clean,2014-06-05 12:01:46,Fail,,Using regular bleach at 3 bay sink. Provide commercial sanitizer.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2014-06-05 12:01:46,Fail,,Wiping cloths not stored in a sanitizing solution,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,23-4-602.13,*,Non-Food Contact Surfaces Clean,2014-06-05 12:01:46,Pass,2014-06-05 15:00:55,Clean all shelving,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,24-4-903.11,*,Clean Equipment & Utensils Storage,2014-06-05 12:01:46,Pass,2014-06-05 15:00:55,"Invert all food containers and store 6"" above the floor.",66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,33-5-501.13-.17,*,Adequate Number  Frequency Vermin Proof,2014-06-05 12:01:46,Fail,,Provide covers for trash receptacles.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,36-6-501.11-.12,*,Improper Maintenance of Floors,2014-06-05 12:01:46,Pass,2014-06-05 15:00:55,clean floor under and behind all equipment,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,36-6-501.11-.12,*,Improper Maintenance of Floors,2014-06-05 12:01:46,Pass,2014-06-05 15:00:55,Resurface floor throughtout basement and walk in refrigeration.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2014-06-05 12:01:46,Pass,2014-06-05 15:00:55,Clean light fixtures,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2014-06-05 12:01:46,Pass,2014-06-05 15:00:55,Dusty light shields,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,41-7-201/04.11,***,Separation/Sanitizer Criteria,2014-06-05 12:01:46,Pass,2014-06-05 15:00:55,Remove all plants from food prep areas,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,42-6-501.113/.114,*,Premises Maintained,2014-06-05 12:01:46,Fail,,Remove all cardboard boxes Remove all unused and unnecessary articles from premises.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,M-2-103.11,***,PIC Performing Duties,2014-06-05 12:01:46,Pass,2014-06-05 15:00:55,Not keeping records and logs for Time as A Public Health control Allergen poster not posted in employee work area,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2014-06-05 12:01:46,M-3-603.11,***,Consumer Advisories,2014-06-05 12:01:46,Fail,,Allergen Advisory missing from to go menus,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_NotReq, ,,,, ,,, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_NotReq,2012-12-30 00:00:00,,,, ,,, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_NotReq,2013-12-30 00:00:00,,,, ,,, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2008-06-26 11:48:03,03-3-501.16(A),***,Cold Holding,2008-07-01 08:18:16,Pass,2008-07-01 08:18:16,Pork Rolls 72 degrees  shall be maintained at 41 degrees or below.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2008-06-26 11:48:03,13-2-304/402.11,*,Clean Cloths  Hair Restraint,2008-07-01 08:18:16,Pass,2008-07-01 08:18:16,Provide Employee Hair restraints.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2008-06-26 11:48:03,35-6-501.111/.115,**,Insects  Rodents  Animals,2008-07-01 08:18:16,Pass,2008-07-01 08:18:16,Provide Extermination Report.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2008-06-26 11:48:03,36-6-201.11,*,Floors Designed Constructed Installed,2008-07-01 08:18:16,Pass,2008-07-01 08:18:16,Seal floor in Walkin Cooler.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2008-08-12 12:35:33,03-3-501.16(A),***,Cold Holding,2008-08-13 08:27:01,Pass,2008-08-13 08:27:01,Box Lunches being kept at room temperature.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2008-08-12 12:35:33,19-4-501.18-.110,*,Wash Rinse Water Clean Proper Temperature.,2008-08-13 08:27:01,Pass,2008-08-13 08:27:01,Provide for more air drying space. Air Drying not being done properly,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2008-08-12 12:35:33,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2008-08-13 08:27:01,Pass,2008-08-13 08:27:01,In use wiping cloths not being held properly,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,03-3-501.14,***,Cooling,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17, ,66    Harrison AV,BOSTON,MA,02111,,
Accents,,,FOOD PANTRY LTD., ,23222,2012-01-12 15:27:43,2020-12-31 23:59:00,Active,RF,Retail Food,HE_Pass,2020-03-17 11:56:13,,,, ,,, ,1   Hotel DR,East Boston, ,02128,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,08-3-305-307.11,*,Food Protection,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,10-3-304.12,*,Food Utensil Storage,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17,Remove Bowls.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,13-2-304/402.11,*,Clean Cloths  Hair Restraint,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,14-4-202.11,*,Food Contact Surfaces Design,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17,Remove non-food grade Containers.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,20-4-703.11,***,Food Contact Surfaces Clean,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,23-4-602.13,*,Non-Food Contact Surfaces Clean,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17,Provide paper-towel dispencor.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,33-5-501.13-.17,*,Adequate Number  Frequency Vermin Proof,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17,Provide covers for all trash receptacles.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,36-6-501.11-.12,*,Improper Maintenance of Floors,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17,clean nor and drain,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,41-7-206.12/.13,***,Pesticide Usage,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17,Remove all Cans of Raids.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-05-22 11:31:44,42-6-501.113/.114,*,Premises Maintained,2009-05-26 08:38:17,Pass,2009-05-26 08:38:17,Remove all unnessary articles from cellar storage area.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2009-09-29 11:32:09,,,, ,,, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-02-12 11:46:34,08-3-305-307.11,*,Food Protection,2010-02-12 11:46:34,Pass,2010-02-16 07:25:28,"Elevate food 6"" off floor.",66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-02-12 11:46:34,09-3-301.11(C),*,Handling of Food & Ice,2010-02-12 11:46:34,Pass,2010-02-16 07:25:28,Provide scoops with handles for bulk food containers.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-02-12 11:46:34,35-6-501.111/.115,**,Insects  Rodents  Animals,2010-02-12 11:46:34,Pass,2010-02-16 07:25:28,Basement -Evidence of rodent droppings. Provide exterminator receipt,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-02-12 11:46:34,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2010-02-12 11:46:34,Pass,2010-02-16 07:25:28,Update vent hood sticker.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-06-21 13:27:02,02-3-602.11-.12/3-302.12,*,Food Container Labels,2010-06-21 13:27:02,Pass,2010-06-22 07:21:42,Label all packaged foods.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-06-21 13:27:02,08-3-302.11/3-304.11,***,Separation  Segregation Cross Contamination,2010-06-21 13:27:02,Pass,2010-06-22 07:21:42,Do not store raw products with ready to eat foods.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-06-21 13:27:02,08-3-305-307.11,*,Food Protection,2010-06-21 13:27:02,Pass,2010-06-22 07:21:42,"Elevate foods 6"" off floor.",66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-06-21 13:27:02,15-4-202.16,*,Non-Food Contact Surfaces,2010-06-21 13:27:02,Pass,2010-06-22 07:21:42,Defrost vent in walk in freezer.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-06-21 13:27:02,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2010-06-21 13:27:02,Pass,2010-06-22 07:21:42,Store wiping cloths in sanitizer.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-06-21 13:27:02,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2010-06-21 13:27:02,Pass,2010-06-22 07:21:42,Clean cooking vent hood and update cleaning sticker,66    Harrison AV,BOSTON,MA,02111,,
A K's Take Out & Delivery@Reggie Lewis Track,,,Sohan Saini Pres., ,31365,2012-02-14 12:14:03,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Pass,2016-10-11 14:25:22,,,, ,,, ,1350   Tremont ST,Boston,Ma,02116,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2010-06-21 13:27:02,42-6-501.113/.114,*,Premises Maintained,2010-06-21 13:27:02,Pass,2010-06-22 07:21:42,Remove all unnecessary articles from basement.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-06-01 12:53:56,14-4-202.11,*,Food Contact Surfaces Design,2011-06-01 12:53:56,Pass,2011-06-02 07:44:14,Rewove all frayed wiping cloths.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-06-01 12:53:56,17-4-204.112/.115,*,Equipment Thermometers,2011-06-01 12:53:56,Pass,2011-06-02 07:44:14,Provide thermometer for 3 door reach in.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-06-01 12:53:56,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2011-06-01 12:53:56,Pass,2011-06-02 07:44:14,Store wiping cloths in sanitizer.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-06-01 12:53:56,38-6-303.11,*,Inadequate Lighting,2011-06-01 12:53:56,Pass,2011-06-02 07:44:14,Provide light shield for vent hood.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-06-01 12:53:56,M-2-103.11,***,PIC Performing Duties,2011-06-01 12:53:56,Pass,2011-06-02 07:44:14,Provide Food Allergy Awareness Certificate,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-11-18 13:10:03,02-3-602.11-.12/3-302.12,*,Food Container Labels,2011-11-18 13:10:03,Pass,2011-11-21 08:18:22,Provide labels for all packaged food products.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-11-18 13:10:03,08-3-305-307.11,*,Food Protection,2011-11-18 13:10:03,Pass,2011-11-21 08:18:22,Cover all open foods in reach ms,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-11-18 13:10:03,15-4-202.16,*,Non-Food Contact Surfaces,2011-11-18 13:10:03,Pass,2011-11-21 08:18:22,Defrost vent in walk in freezer.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-11-18 13:10:03,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2011-11-18 13:10:03,Pass,2011-11-21 08:18:22,Keep wiping cloths in sanitizer.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-11-18 13:10:03,23-4-602.13,*,Non-Food Contact Surfaces Clean,2011-11-18 13:10:03,Pass,2011-11-21 08:18:22,Clean vent fan screens inside reach in refrigerators,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-11-18 13:10:03,31-5-204/05.11,***,Location  Accessible,2011-11-18 13:10:03,Pass,2011-11-21 08:18:22,Do not block hand wash sink.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2011-11-18 13:10:03,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2011-11-18 13:10:03,Pass,2011-11-21 08:18:22,Clean cooking vent hood filters and update cleaning sticker.,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2012-05-02 13:38:10,,,, ,,, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2012-10-26 14:33:57,,,, ,,, ,66    Harrison AV,BOSTON,MA,02111,,
163 Vietnamese Sandwich,,CHIN BILLY Y TS,Hui,Wai Lung,27609,2011-12-15 12:51:38,2021-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Pass,2013-11-08 12:41:28,,,, ,,, ,66    Harrison AV,BOSTON,MA,02111,,
